time,reward,temperature:thermostat,temperature:userpref,temperature,load_ahu
2002-07-01 00:20:00+00:00,0.0,22.0,25.0,27.407621297987987,0.0
2002-07-01 00:30:00+00:00,0.0,22.046457385168154,25.0,27.356142473688156,0.0
2002-07-01 00:40:00+00:00,0.0,22.00601841719015,25.0,27.284149898043722,0.0
2002-07-01 00:50:00+00:00,0.0,22.06421924442148,25.0,27.19629027784309,0.0
2002-07-01 01:00:00+00:00,0.0,22.100000381469727,25.0,27.099230604032545,0.0
2002-07-01 01:10:00+00:00,0.0,22.07124074753466,25.0,26.997362443674554,0.0
2002-07-01 01:20:00+00:00,0.0,22.0,25.0,26.915285489323775,0.0
2002-07-01 01:30:00+00:00,0.0,22.038381371283435,25.0,26.860367397344767,0.0
2002-07-01 01:40:00+00:00,0.0,22.0,25.0,26.826755929186238,0.0
2002-07-01 01:50:00+00:00,0.0,22.015438293698253,25.0,26.805712433285375,0.0
2002-07-01 02:00:00+00:00,0.0,22.02258848224028,25.0,26.790841951059015,0.0
2002-07-01 02:10:00+00:00,0.0,22.049501477607784,25.0,26.778877947439142,0.0
2002-07-01 02:20:00+00:00,0.0,22.059379929322063,25.0,26.766624081696186,0.0
2002-07-01 02:30:00+00:00,0.0,22.0,25.0,26.753000455601768,0.0
2002-07-01 02:40:00+00:00,0.0,22.100000381469727,25.0,26.738179354980325,0.0
2002-07-01 02:50:00+00:00,0.0,22.100000381469727,25.0,26.722749968046784,0.0
2002-07-01 03:00:00+00:00,0.0,22.066868192228554,25.0,26.707068769333993,0.0
2002-07-01 03:10:00+00:00,0.0,22.09407906955704,25.0,26.691349838058162,0.0
2002-07-01 03:20:00+00:00,0.0,22.009197943727145,25.0,26.67468545123489,0.0
2002-07-01 03:30:00+00:00,0.0,22.0,25.0,26.656744952271424,0.0
2002-07-01 03:40:00+00:00,0.0,22.074237613450833,25.0,26.63766404780879,0.0
2002-07-01 03:50:00+00:00,0.0,22.03784531263058,25.0,26.617838218188517,0.0
2002-07-01 04:00:00+00:00,0.0,22.089249811289676,25.0,26.597802959637907,0.0
2002-07-01 04:10:00+00:00,0.0,22.06847597852027,25.0,26.577907128860563,0.0
2002-07-01 04:20:00+00:00,0.0,22.100000381469727,25.0,26.559104875129453,0.0
2002-07-01 04:30:00+00:00,0.0,22.04104434784223,25.0,26.541663336543422,0.0
2002-07-01 04:40:00+00:00,0.0,22.05334449009802,25.0,26.525219285575307,0.0
2002-07-01 04:50:00+00:00,0.0,22.032603994706136,25.0,26.509384487777712,0.0
2002-07-01 05:00:00+00:00,0.0,22.092809858310716,25.0,26.493873421676177,0.0
2002-07-01 05:10:00+00:00,0.0,22.093713164187648,25.0,26.478525071086057,0.0
2002-07-01 05:20:00+00:00,0.0,22.035869185365385,25.0,26.463303713743624,0.0
2002-07-01 05:30:00+00:00,0.0,22.025386372192003,25.0,26.448199655592184,0.0
2002-07-01 05:40:00+00:00,0.0,22.04954024517543,25.0,26.433202932267996,0.0
2002-07-01 05:50:00+00:00,0.0,22.042557609002387,25.0,26.418304154482747,0.0
2002-07-01 06:00:00+00:00,0.0,22.100000381469727,25.0,26.40349033538706,0.0
2002-07-01 06:10:00+00:00,0.0,22.0,25.0,26.388751419420213,0.0
2002-07-01 06:20:00+00:00,0.0,22.0,25.0,26.382290460068738,0.0
2002-07-01 06:30:00+00:00,0.0,22.053223096207688,25.0,26.38633950567099,0.0
2002-07-01 06:40:00+00:00,0.0,22.100000381469727,25.0,26.39852936342685,0.0
2002-07-01 06:50:00+00:00,0.0,22.004478251135765,25.0,26.415806881190054,0.0
2002-07-01 07:00:00+00:00,0.0,22.085455058163575,25.0,26.43642285306929,0.0
2002-07-01 07:10:00+00:00,-1.0431687805924762e-13,22.100000381469727,25.0,26.46038872791177,0.0
2002-07-01 07:21:00+00:00,-0.44241093537550297,22.011597537531827,25.0,23.04444848903441,0.8848218707507943
2002-07-01 07:31:25.714286+00:00,-0.487072488236763,22.061852594229634,25.0,22.205618499415998,0.9741449764713883
