time,reward,temperature:thermostat,temperature:userpref,temperature,load_ahu
2002-07-01 00:20:00+00:00,0.0,22.011338268258953,25.0,27.614061345905444,0.0
2002-07-01 00:30:00+00:00,0.0,22.04478274158147,25.0,27.558100988266855,0.0
2002-07-01 00:40:00+00:00,0.0,22.082751068237314,25.0,27.47951527825363,0.0
2002-07-01 00:50:00+00:00,0.0,22.085131990815796,25.0,27.384374052296074,0.0
2002-07-01 01:00:00+00:00,0.0,22.092588163949245,25.0,27.276303768403196,0.0
2002-07-01 01:10:00+00:00,0.0,22.04544559693379,25.0,27.16131935368883,0.0
2002-07-01 01:20:00+00:00,0.0,22.048384503072285,25.0,27.06787699046005,0.0
2002-07-01 01:30:00+00:00,0.0,22.100000381469727,25.0,27.005124785782925,0.0
2002-07-01 01:40:00+00:00,0.0,22.039711797478517,25.0,26.96701070932667,0.0
2002-07-01 01:50:00+00:00,0.0,22.087306087468164,25.0,26.943204401000337,0.0
2002-07-01 02:00:00+00:00,0.0,22.049766196908024,25.0,26.926037148288323,0.0
2002-07-01 02:10:00+00:00,0.0,22.088146277745977,25.0,26.911685663055742,0.0
2002-07-01 02:20:00+00:00,0.0,22.100000381469727,25.0,26.89685677299369,0.0
2002-07-01 02:30:00+00:00,0.0,22.100000381469727,25.0,26.880632195776435,0.0
2002-07-01 02:40:00+00:00,0.0,22.057351780414578,25.0,26.86336766311285,0.0
2002-07-01 02:50:00+00:00,0.0,22.100000381469727,25.0,26.845627821521294,0.0
2002-07-01 03:00:00+00:00,0.0,22.043510174580845,25.0,26.82780416320024,0.0
2002-07-01 03:10:00+00:00,0.0,22.100000381469727,25.0,26.81007552837643,0.0
2002-07-01 03:20:00+00:00,0.0,22.05686889005274,25.0,26.791414532411384,0.0
2002-07-01 03:30:00+00:00,0.0,22.100000381469727,25.0,26.771624763852156,0.0
2002-07-01 03:40:00+00:00,0.0,22.100000381469727,25.0,26.75084454818326,0.0
2002-07-01 03:50:00+00:00,0.0,22.02700926235832,25.0,26.72957431363688,0.0
2002-07-01 04:00:00+00:00,0.0,22.01291452208318,25.0,26.70796746668073,0.0
2002-07-01 04:10:00+00:00,0.0,22.100000381469727,25.0,26.686296132051247,0.0
2002-07-01 04:20:00+00:00,0.0,22.033886785432458,25.0,26.665428829708166,0.0
2002-07-01 04:30:00+00:00,0.0,22.100000381469727,25.0,26.645759614860367,0.0
2002-07-01 04:40:00+00:00,0.0,22.080302330215545,25.0,26.626941499960903,0.0
2002-07-01 04:50:00+00:00,0.0,22.100000381469727,25.0,26.60870206985908,0.0
2002-07-01 05:00:00+00:00,0.0,22.095684327112053,25.0,26.590701116503215,0.0
2002-07-01 05:10:00+00:00,0.0,22.0,25.0,26.572887332865673,0.0
2002-07-01 05:20:00+00:00,0.0,22.076844451905856,25.0,26.555147619636593,0.0
2002-07-01 05:30:00+00:00,0.0,22.062699008746222,25.0,26.537546980514946,0.0
2002-07-01 05:40:00+00:00,0.0,22.007316372886066,25.0,26.520016018913516,0.0
