Time,AHU_Power,R1_Temp,R1_Setpiont,R2_Temp,R2_Setpiont,R3_Temp,R3_Setpiont,R4_Temp,R4_Setpiont,R5_Temp,R5_Setpiont,R6_Temp,R6_Setpiont,R7_Temp,R7_Setpiont,R8_Temp,R8_Setpiont
01-Nov-2024 00:00:00,0.0157645161473943,26.0734272003174,24,26.1323432922363,20,25.4480438232422,20,26.8635864257813,22,28.8690776824951,24,25.1495628356934,26,25.5093965530396,23,26.2310209274292,22
01-Nov-2024 00:15:00,0.0158125000889413,26.0399169921875,24,26.0846710205078,20,25.4336566925049,20,26.8467130661011,22,28.8823051452637,24,25.1442565917969,26,25.5163450241089,23,26.2221717834473,22
01-Nov-2024 00:30:00,0.0157870968743678,26.0183181762695,24,26.0421333312988,20,25.415864944458,20,26.8273735046387,22,28.8543891906738,24,25.1396751403809,26,25.5119514465332,23,26.1872224807739,22
01-Nov-2024 00:45:00,0.0158500000213583,26.0028877258301,24,26.0071468353271,20,25.4129467010498,20,26.8179740905762,22,28.848518371582,24,25.1451416015625,26,25.5204200744629,23,26.1494493484497,22
01-Nov-2024 01:00:00,0.0158967744078367,25.9865169525146,24,25.9964771270752,20,25.3916358947754,20,26.8023805618286,22,28.8661460876465,24,25.1410446166992,26,25.532322883606,23,26.1123991012573,22
01-Nov-2024 01:15:00,0.0159516131445285,25.974422454834,24,25.9926109313965,20,25.3794212341309,20,26.7910795211792,22,28.8529224395752,24,25.1304664611816,26,25.5322608947754,23,26.084400177002,22
01-Nov-2024 01:30:00,0.0158593749511056,25.9448184967041,24,25.9845085144043,20,25.3567276000977,20,26.7757835388184,22,28.8294258117676,24,25.1311893463135,26,25.5327205657959,23,26.0579900741577,22
01-Nov-2024 01:45:00,0.0158718752209097,25.9303321838379,24,25.9788627624512,20,25.3422393798828,20,26.7650060653686,22,28.7824478149414,24,25.1195831298828,26,25.5350656509399,23,26.0371875762939,22
01-Nov-2024 02:00:00,0.0158548388750322,25.9282913208008,24,25.9837036132813,20,25.3466453552246,20,26.7592363357544,22,28.8103351593018,24,25.1223258972168,26,25.54185962677,23,26.1042881011963,22
01-Nov-2024 02:15:00,0.0159233337889115,25.9775047302246,24,25.991268157959,20,25.3369255065918,20,26.7542409896851,22,28.8147411346436,24,25.1276226043701,26,25.5488309860229,23,26.1505708694458,22
01-Nov-2024 02:30:00,0.0160133335739374,25.9470520019531,24,25.9846382141113,20,25.3289604187012,20,26.7430715560913,22,28.7853813171387,24,25.115930557251,26,25.537654876709,23,26.1662349700928,22
01-Nov-2024 02:45:00,0.0159600003932913,26.0493202209473,24,26.0081062316895,20,25.357967376709,20,26.7581443786621,22,28.7472229003906,24,25.114164352417,26,25.550145149231,23,26.1778249740601,22
01-Nov-2024 03:00:00,0.0160064520614762,26.0461292266846,24,25.9949798583984,20,25.3301582336426,20,26.741153717041,22,28.732551574707,24,25.1260204315186,26,25.5621194839478,23,26.1470279693604,22
01-Nov-2024 03:15:00,0.0159645164085011,26.0527477264404,24,25.9997634887695,20,25.3288040161133,20,26.733829498291,22,28.7061462402344,24,25.1240367889404,26,25.5647954940796,23,26.1204051971436,22
01-Nov-2024 03:30:00,0.0159806455936163,26.0320682525635,24,25.9907531738281,20,25.3062000274658,20,26.724422454834,22,28.6812114715576,24,25.1310520172119,26,25.5629014968872,23,26.0974149703979,22
01-Nov-2024 03:45:00,0.0159580647464721,26.0678329467773,24,26.0297927856445,20,25.3323230743408,20,26.7483215332031,22,28.7164115905762,24,25.1369972229004,26,25.5859889984131,23,26.0788326263428,22
01-Nov-2024 04:00:00,0.0159600003312031,25.9989051818848,24,25.9924430847168,20,25.2828559875488,20,26.7201719284058,22,28.6753463745117,24,25.1345863342285,26,25.5834074020386,23,26.0458126068115,22
01-Nov-2024 04:15:00,0.0159633335346977,25.9752597808838,24,25.9892578125,20,25.2849540710449,20,26.7189416885376,22,28.6342926025391,24,25.1281776428223,26,25.5987920761108,23,26.0337610244751,22
01-Nov-2024 04:30:00,0.0159312502364628,25.9685840606689,24,25.9838676452637,20,25.2719593048096,20,26.7115831375122,22,28.6093788146973,24,25.1226253509521,26,25.606595993042,23,26.1103143692017,22
01-Nov-2024 04:45:00,0.0158838710236934,25.9595890045166,24,25.9690532684326,20,25.2538547515869,20,26.7003507614136,22,28.5800704956055,24,25.1254825592041,26,25.6274747848511,23,26.1505861282349,22
01-Nov-2024 05:00:00,0.0158966669191917,25.8950901031494,24,25.9404582977295,20,25.2393226623535,20,26.6839332580566,22,28.5390529632568,24,25.1022968292236,26,25.635329246521,23,26.1676788330078,22
01-Nov-2024 05:15:00,0.0159838713945881,25.8933448791504,24,25.9359397888184,20,25.2369689941406,20,26.6811933517456,22,28.5068416595459,24,25.0960655212402,26,25.6261940002441,23,26.1645603179932,22
01-Nov-2024 05:30:00,0.0158354840091159,25.8640575408936,24,25.92018699646,20,25.2252235412598,20,26.6641426086426,22,28.4790229797363,24,25.0953464508057,26,25.624547958374,23,26.1363430023193,22
01-Nov-2024 05:45:00,0.0158933334052563,25.8337097167969,24,25.9059944152832,20,25.2101173400879,20,26.6469125747681,22,28.4380435943604,24,25.090217590332,26,25.6335611343384,23,26.0989408493042,22
01-Nov-2024 06:00:00,0.015903226129951,25.9039974212646,24,25.9337882995606,20,25.2463073730469,20,26.6653242111206,22,28.4248733520508,24,25.0791091918945,26,25.6523551940918,23,26.0802211761475,22
